tconst,Title,Genres,runtime_minutes,vote_average,vote_count,budget_est,worldwide_gross,release_day,release_month,release_year
tt2328900,Mary Queen of Scots,"['Drama', 'History']",124.0,6.3072614277537005,24458.0,25000000.0,42271179.0,7,12,2018
tt5726086,Insidious: The Last Key,"['Mystery', 'Horror', 'Thriller']",110.5,5.7120202485043725,43460.0,10000000.0,167534850.0,5,1,2018
tt5117670,Peter Rabbit,"['Animation', 'Adventure', 'Family']",94.0,6.5977239302472155,28558.0,50000000.0,349201455.0,9,2,2018
tt4103724,Forever My Girl,"['Romance', 'Drama', 'Music']",106.0,6.726506248834172,10722.0,3500000.0,16371696.0,26,1,2018
tt5164432,"Love, Simon","['Comedy', 'Drama', 'Romance']",110.0,7.622409723861223,84740.0,13500000.0,65918461.0,16,3,2018
tt7014006,Eighth Grade,"['Comedy', 'Drama']",93.5,7.498814391776127,43775.0,2000000.0,13940362.5,13,7,2018
tt5834262,Hotel Artemis,"['Thriller', 'Science Fiction', 'Action']",94.0,6.0969668673728945,31057.0,15000000.0,12564965.5,8,6,2018
tt6772950,Truth or Dare,"['Thriller', 'Horror']",100.0,5.245023297591647,35626.0,3500000.0,95228918.5,13,4,2018
tt4537896,White Boy Rick,"['Crime', 'Drama']",111.0,6.398324461650134,16532.0,29500000.0,25973991.5,14,9,2018
tt4971344,The Sisters Brothers,"['Comedy', 'Drama', 'Western']",122.0,7.0,32725.0,38000000.0,13143056.0,21,9,2018
tt5619332,Life of the Party,['Comedy'],105.0,5.511626131113742,26191.0,30000000.0,63730163.5,11,5,2018
tt7125860,If Beale Street Could Talk,"['Drama', 'Romance', 'Crime']",119.5,7.2,25900.0,12000000.0,20215929.0,14,12,2018
tt5360952,The Hurricane Heist,"['Action', 'Crime', 'Thriller']",103.0,5.109036830780913,15802.0,37500000.0,31740466.0,9,3,2018
tt1285009,The Strangers: Prey at Night,"['Horror', 'Thriller']",85.0,5.205585788171801,22235.0,8750000.0,30499588.5,9,3,2018
tt7158430,Hearts Beat Loud,"['Drama', 'Music', 'Comedy']",97.0,6.906561085972852,6630.0,2000000.0,2268363.5,8,6,2018
tt1413492,12 Strong,"['War', 'Drama', 'History', 'Action']",130.0,6.57450793712476,51467.0,35000000.0,69284596.5,19,1,2018
tt2296777,Sherlock Gnomes,"['Romance', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Adventure']",86.0,5.112289501970619,8373.0,59000000.0,89012714.5,23,3,2018
tt6495770,Action Point,"['Comedy', 'Drama']",85.0,5.004004121890181,6793.0,19000000.0,5081641.5,1,6,2018
tt6781982,Night School,['Comedy'],111.0,5.612769813807876,24276.0,29000000.0,68083203.5,28,9,2018
tt1620680,A Wrinkle in Time,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']",109.0,4.22387030394038,35961.0,103000000.0,133038873.0,9,3,2018
tt1072748,Winchester,"['Fantasy', 'Mystery', 'Thriller', 'Horror']",99.5,5.410509213394095,25235.0,3500000.0,44198814.0,2,2,2018
tt7137846,Breaking In,"['Thriller', 'Crime', 'Action']",88.0,5.4138835695135965,10444.0,6000000.0,50244810.0,13,5,2018
tt7690670,SuperFly,"['Action', 'Crime']",111.5,5.039934466516486,4883.0,16000000.0,20634348.5,13,6,2018
tt7388562,"Paul, Apostle of Christ",['History'],108.0,6.706805555555556,5760.0,5000000.0,24027583.0,28,3,2018
tt6802308,The 15:17 to Paris,"['Drama', 'History', 'Thriller']",94.0,5.203523083028352,22679.0,30000000.0,56586243.0,9,2,2018
tt6857166,Book Club,"['Comedy', 'Romance', 'Drama']",104.0,6.098418203794208,19029.0,10000000.0,84916988.0,18,5,2018
tt7334528,Uncle Drew,['Comedy'],103.0,5.717672457074004,9959.0,18500000.0,32096080.5,29,6,2018
tt6063050,Acrimony,"['Drama', 'Thriller']",120.0,5.726550356859636,6305.0,20000000.0,40695945.5,30,3,2018
tt1801552,Gotti,"['Crime', 'Drama', 'History', 'Thriller']",111.0,4.8087260364529225,10589.0,10000000.0,5216163.5,15,6,2018
tt6450186,I Can Only Imagine,"['Drama', 'Family', 'Music']",110.0,7.402673796791444,11594.0,7000000.0,85815211.0,16,3,2018
tt6421110,Proud Mary,"['Thriller', 'Action', 'Crime']",88.5,4.921998867497169,7064.0,22000000.0,21731452.0,12,1,2018
tt1273221,London Fields,"['Crime', 'Mystery', 'Thriller', 'Drama']",118.0,4.320136518771331,2930.0,8000000.0,343204.0,26,10,2018
tt0926084,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy', 'Family']",146.0,7.7,10788.0,250000000.0,954305868.0,19,11,2010
tt0114709,Toy Story,"['Animation', 'Comedy', 'Family']",81.0,7.9,10174.0,30000000.0,373554033.0,22,11,1995
tt0499549,Avatar,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",162.0,7.4,18676.0,237000000.0,2787965087.0,18,12,2009
tt0120363,Toy Story 2,"['Animation', 'Comedy', 'Family']",92.0,7.5,7553.0,90000000.0,497366869.0,24,11,1999
tt0372183,The Bourne Supremacy,"['Action', 'Drama', 'Thriller']",108.0,7.3,4367.0,75000000.0,288500217.0,23,7,2004
tt0258463,The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']",119.0,7.4,5406.0,60000000.0,214034224.0,14,6,2002
tt1504320,The King's Speech,"['Drama', 'History']",118.0,7.7,5013.0,15000000.0,414211549.0,6,9,2010
tt0112442,Bad Boys,"['Action', 'Comedy', 'Crime', 'Thriller']",119.0,6.6,2936.0,19000000.0,141407024.0,7,4,1995
tt0112384,Apollo 13,"['Drama', 'History']",140.0,7.4,2821.0,52000000.0,355237933.0,30,6,1995
tt0120591,Armageddon,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",151.0,6.7,4267.0,140000000.0,553799566.0,1,7,1998
tt0440963,The Bourne Ultimatum,"['Action', 'Drama', 'Mystery', 'Thriller']",115.0,7.4,4440.0,70000000.0,442824138.0,3,8,2007
tt0446029,Scott Pilgrim vs. the World,"['Action', 'Comedy', 'Romance']",112.0,7.3,3882.0,85000000.0,48000000.0,13,8,2010
tt0053291,Some Like It Hot,"['Comedy', 'Romance']",122.0,8.2,1562.0,2883848.0,25000000.0,18,3,1959
tt1104001,TRON: Legacy,"['Adventure', 'Action', 'Science Fiction']",125.0,6.3,4387.0,170000000.0,400062763.0,10,12,2010
tt0473075,Prince of Persia: The Sands of Time,"['Adventure', 'Fantasy', 'Action', 'Romance']",116.0,6.2,4040.0,150000000.0,335154643.0,27,5,2010
tt0091149,The Great Mouse Detective,"['Comedy', 'Animation', 'Family']",74.0,7.1,769.0,14000000.0,38625550.0,2,7,1986
tt0380510,The Lovely Bones,"['Fantasy', 'Drama']",136.0,6.8,2226.0,65000000.0,93621340.0,15,1,2010
tt0042192,All About Eve,['Drama'],139.0,8.2,685.0,1400000.0,150438.0,6,10,2000
tt1179034,From Paris with Love,"['Action', 'Crime', 'Thriller']",92.0,6.2,1075.0,52000000.0,52826594.0,5,2,2010
tt1305806,The Secret in Their Eyes,"['Crime', 'Drama', 'Mystery', 'Romance']",130.0,7.9,1141.0,2000000.0,33965843.0,16,4,2010
tt1343097,The Girl Who Kicked the Hornet's Nest,"['Action', 'Thriller', 'Crime', 'Mystery']",147.0,7.0,705.0,4000000.0,43498108.0,29,10,2010
tt1245526,RED,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",111.0,6.6,4162.0,58000000.0,71664962.0,14,10,2010
tt0495596,Tales from Earthsea,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",115.0,6.6,502.0,22000000.0,68625104.0,13,8,2010
tt1216487,The Girl Who Played with Fire,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",130.0,7.0,881.0,4422952.0,67126795.0,9,7,2010
tt0977855,Fair Game,"['Drama', 'Thriller']",108.0,6.6,384.0,22000000.0,25806953.0,20,5,2010
tt0862467,Valhalla Rising,"['Adventure', 'Drama', 'Action', 'Fantasy']",93.0,6.0,582.0,5641880.0,30638.0,16,7,2010
tt1179025,The Extraordinary Adventures of Adèle Blanc-Sec,"['Fantasy', 'Adventure', 'Action', 'Mystery']",105.0,6.0,671.0,25000000.0,34100000.0,14,4,2010
tt0089881,Ran,"['Action', 'Drama', 'History']",160.0,8.1,600.0,11500005.0,11859533.0,26,9,1985
tt1247640,District 13: Ultimatum,"['Action', 'Thriller', 'Crime']",101.0,6.1,555.0,15000000.0,8786375.0,5,2,2010
tt1245112,[REC]²,"['Thriller', 'Horror']",85.0,6.5,920.0,5600000.0,18469680.0,9,7,2010
tt1289406,Harry Brown,"['Thriller', 'Crime', 'Drama', 'Action']",103.0,6.8,505.0,7300000.0,10329747.0,30,4,2010
tt0411705,9 Songs,"['Drama', 'Music', 'Romance']",70.0,4.9,170.0,1000000.0,1574623.0,9,9,2004
tt0049223,Forbidden Planet,['Science Fiction'],98.0,7.3,388.0,1900000.0,3250000.0,15,3,1956
tt1220719,Ip Man,"['Drama', 'Action', 'History']",106.0,7.7,1906.0,11715578.0,22108789.0,1,10,2010
tt1027718,Wall Street: Money Never Sleeps,"['Drama', 'Crime']",133.0,6.0,797.0,70000000.0,134748021.0,20,9,2010
tt0758752,Love & Other Drugs,"['Drama', 'Comedy', 'Romance']",112.0,6.9,2509.0,30000000.0,102820008.0,24,11,2010
tt1185416,When in Rome,"['Comedy', 'Fantasy', 'Romance']",91.0,5.9,703.0,55000000.0,43042835.0,29,1,2010
tt1191111,Enter the Void,"['Fantasy', 'Drama']",161.0,7.3,773.0,13000000.0,754249.0,24,9,2010
tt1434435,Mother's Day,"['Crime', 'Thriller']",112.0,6.4,193.0,11000000.0,863044.0,23,9,2010
tt0074285,Carrie,"['Horror', 'Thriller']",98.0,7.1,1766.0,1800000.0,33800000.0,3,11,1976
tt0838247,After.Life,"['Drama', 'Horror', 'Mystery', 'Thriller']",104.0,5.7,416.0,4500000.0,3606395.0,7,11,2009
tt1465487,Heartbreaker,"['Romance', 'Comedy']",105.0,6.6,761.0,8700000.0,47355187.0,10,9,2010
tt1465522,Tucker and Dale vs. Evil,"['Comedy', 'Horror']",89.0,7.3,1427.0,5000000.0,5224938.0,22,1,2010
tt1379177,The Disappearance of Alice Creed,"['Crime', 'Drama', 'Thriller']",100.0,6.6,280.0,800000.0,867714.0,30,4,2010
tt1352824,Chloe,"['Drama', 'Thriller', 'Mystery']",96.0,5.9,940.0,14000000.0,11808880.0,26,3,2010
tt1464580,Stake Land,"['Drama', 'Horror', 'Science Fiction']",98.0,6.2,415.0,650000.0,33245.0,1,10,2010
tt1343703,Fortress of War,"['War', 'Drama', 'History', 'Action']",138.0,7.3,75.0,8500000.0,4404729.0,11,11,2010
tt1073105,The Descent: Part 2,"['Adventure', 'Horror', 'Thriller']",94.0,6.0,480.0,6000200.0,7048886.0,27,4,2010
tt1270835,Hatchet II,"['Horror', 'Comedy', 'Thriller']",89.0,5.5,160.0,2500000.0,156190.0,1,10,2010
tt1213648,London Boulevard,"['Drama', 'Crime']",103.0,5.9,409.0,25000000.0,4644108.0,12,11,2010
tt1270761,Don't Be Afraid of the Dark,"['Fantasy', 'Horror', 'Thriller']",99.0,5.5,550.0,25000000.0,36993168.0,6,11,2010
tt1612774,Rubber,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",85.0,5.9,417.0,500000.0,98017.0,1,9,2010
tt1181795,Bunraku,"['Thriller', 'Action', 'Drama']",118.0,5.9,161.0,25000000.0,129706.0,1,9,2010
tt1294688,Last Night,"['Drama', 'Romance']",90.0,6.1,444.0,7000000.0,7644937.0,18,9,2010
tt1405810,Loose Cannons,"['Comedy', 'Drama', 'Romance']",110.0,7.4,310.0,7000000.0,8220215.0,28,4,2010
tt1722638,Tom and Jerry Meet Sherlock Holmes,"['Adventure', 'Animation', 'Family', 'Comedy']",49.0,6.6,19.0,35770488.0,347988775.0,24,8,2010
tt1172991,The Company Men,['Drama'],104.0,6.6,349.0,15000000.0,4882577.0,21,10,2010
tt1213012,Alpha and Omega,"['Animation', 'Family', 'Comedy', 'Adventure', 'Romance']",88.0,5.4,227.0,20000000.0,50500000.0,17,9,2010
tt1303828,Defendor,"['Drama', 'Action', 'Comedy', 'Crime']",101.0,6.4,295.0,3500000.0,44462.0,26,2,2010
tt1196340,Inhale,"['Drama', 'Action', 'Thriller']",100.0,6.1,63.0,10000000.0,55089.0,1,10,2010
tt0398017,Derailed,"['Drama', 'Thriller']",108.0,6.2,500.0,22000000.0,57479076.0,11,11,2005
tt1187064,Triangle,['Horror'],99.0,6.8,1094.0,12000000.0,1594955.0,2,2,2010
tt0365675,The Red Baron,"['Action', 'Adventure', 'Drama', 'History', 'War']",120.0,6.5,111.0,18000000.0,40239.0,11,2,2010
tt1403988,The Romantics,"['Comedy', 'Drama', 'Romance']",95.0,4.9,145.0,4500000.0,123820.0,10,9,2010
tt0893532,Kill Theory,"['Horror', 'Thriller', 'Mystery']",82.0,5.3,58.0,6000000.0,397941.0,29,1,2010
tt1188996,My Name Is Khan,"['Drama', 'Romance']",165.0,7.8,409.0,12000000.0,42345360.0,12,2,2010
tt1023114,The Way Back,"['Drama', 'Adventure', 'History']",133.0,6.9,759.0,30000000.0,24172201.0,3,9,2010
tt1423894,Barney's Version,"['Comedy', 'Drama']",134.0,7.2,210.0,30000000.0,8454301.0,14,1,2011
tt1584016,Catfish,['Documentary'],87.0,6.8,284.0,30000.0,3045943.0,17,9,2010
tt1403177,Hesher,['Drama'],106.0,7.0,335.0,7000000.0,449702.0,22,1,2010
tt1049402,Howl,['Drama'],84.0,6.8,100.0,5000000.0,1183258.0,24,9,2010
tt1528313,Nothing to Declare,['Comedy'],108.0,5.8,602.0,28000000.0,93800000.0,20,12,2010
tt1092634,Shanghai,"['Drama', 'Mystery', 'Romance']",105.0,6.1,80.0,50000000.0,15302850.0,2,10,2010
tt1341188,How Do You Know,"['Comedy', 'Drama', 'Romance']",121.0,5.1,453.0,120000000.0,48668907.0,17,12,2010
tt1595366,What Men Talk About,['Comedy'],93.0,7.7,71.0,1950000.0,12005838.0,11,11,2010
tt1321865,Carlos,"['Crime', 'Drama', 'Thriller', 'History']",339.0,7.0,87.0,18000000.0,871279.0,11,10,2010
tt1148200,Chain Letter,"['Horror', 'Thriller']",96.0,4.1,63.0,5000000.0,143000.0,1,10,2010
tt1285309,The Joneses,"['Comedy', 'Drama']",96.0,6.2,312.0,10000000.0,7022728.0,16,4,2010
tt1151359,Leaves of Grass,"['Comedy', 'Crime', 'Thriller']",104.0,6.0,214.0,9000000.0,985117.0,17,9,2010
tt1595842,FRED: The Movie,"['Comedy', 'Family', 'TV Movie']",83.0,5.0,81.0,4000000.0,1309580.0,18,9,2010
tt1572491,The Last Circus,"['Action', 'Drama', 'Thriller']",101.0,6.7,177.0,7000000.0,3604598.0,19,8,2011
tt1639426,Udaan,['Drama'],138.0,7.2,83.0,800000.0,520000.0,17,6,2010
tt1185344,Princess Ka'iulani,['Drama'],130.0,5.1,22.0,9000000.0,771499.0,14,5,2010
tt1620549,Hooked on the Game 2. The Next Level,"['Action', 'Science Fiction']",86.0,5.2,21.0,3500000.0,2294357.0,11,11,2010
tt0473102,The Perfect Game,"['Drama', 'Family']",118.0,6.3,44.0,12500000.0,3878993.0,16,4,2010
tt1588875,How I Ended This Summer,"['Drama', 'Thriller']",124.0,6.1,52.0,2500000.0,622644.0,11,11,2010
tt1722450,Inadequate People,"['Comedy', 'Romance', 'Drama']",106.0,7.2,35.0,100000.0,621262.0,20,12,2010
tt1455811,Khatta Meetha,"['Comedy', 'Drama']",155.0,4.9,21.0,7500000.0,10000000.0,23,7,2010
tt1746246,Dark World,"['Fantasy', 'Mystery', 'Thriller']",100.0,4.3,24.0,3000000.0,8628997.0,11,11,2010
tt1499201,Anjaana Anjaani,"['Comedy', 'Drama', 'Music', 'Romance']",151.0,6.1,47.0,6400000.0,5900000.0,1,10,2010
tt1272018,Kandahar,"['Drama', 'Action']",103.0,6.7,19.0,7000000.0,15172408.0,11,2,2010
tt1272051,Space Dogs,"['Family', 'Animation']",85.0,5.5,17.0,25000000.0,6500000.0,3,4,2010
tt1667838,I Hate Luv Storys,"['Comedy', 'Drama', 'Romance']",129.0,6.1,51.0,4400000.0,12000000.0,30,6,2010
tt1268204,Waste Land,['Documentary'],90.0,7.7,51.0,1500000.0,187716.0,24,1,2010
tt1270296,The Killing Jar,"['Drama', 'Thriller', 'Mystery']",92.0,5.7,27.0,400.0,2.0,19,3,2010
tt1706414,The Edge,"['Romance', 'Adventure', 'Drama', 'History']",115.0,6.0,21.0,11000000.0,5380142.0,11,11,2010
tt1395054,Once Upon a Time in Mumbaai,"['Drama', 'Thriller', 'Crime']",132.0,6.6,36.0,19000000.0,8300000.0,30,7,2010
tt1441956,West Is West,['Comedy'],103.0,6.6,23.0,3837625.0,3867000.0,2,11,2010
tt1578116,Atithi Tum Kab Jaoge?,['Comedy'],155.0,6.3,26.0,2100000.0,5400000.0,26,2,2010
tt1291549,Meet Monica Velour,"['Comedy', 'Drama', 'Romance']",98.0,5.4,18.0,5000000.0,31649.0,4,6,2010
tt1602585,Ye Maaya Chesave,"['Romance', 'Drama']",162.0,6.3,8.0,1700000.0,2800000.0,26,2,2010
tt1396208,Action Replayy,"['Drama', 'Comedy', 'Romance']",100.0,5.3,36.0,10000000.0,5000000.0,5,11,2010
tt1071812,Mao's Last Dancer,"['Drama', 'Romance']",117.0,7.0,45.0,25000000.0,23914731.0,20,8,2010
tt1172230,Diamond 13,"['Action', 'Crime', 'Thriller']",102.0,5.5,18.0,6850000.0,878153.0,3,6,2010
tt1373156,Karthik Calling Karthik,"['Drama', 'Romance', 'Thriller']",135.0,6.0,40.0,2800000.0,3900000.0,26,2,2010
tt1578261,Break Ke Baad,"['Drama', 'Comedy', 'Romance']",120.0,5.6,26.0,2600000.0,427628.0,26,11,2010
tt1182884,Dulha Mil Gaya,"['Comedy', 'Drama', 'Romance']",152.0,5.1,20.0,5600000.0,2700000.0,8,1,2010
tt1130964,The 5th Quarter,['Drama'],97.0,4.7,15.0,6000000.0,399611.0,25,3,2011
tt1675197,This Is Sodom,"['Comedy', 'History']",88.0,7.3,12.0,2745000.0,5850000.0,8,8,2010
tt1718881,Pro Lyuboff,"['Romance', 'Drama']",107.0,4.0,4.0,2000000.0,1268793.0,11,11,2010
tt1451797,Rann,"['Drama', 'Thriller']",145.0,6.6,8.0,7500000.0,2000000.0,1,1,2010
tt1183917,Teen Patti,"['Drama', 'Thriller']",142.0,4.2,5.0,1000000.0,3900000.0,26,2,2010
tt1510907,Behind the Burly Q,['Documentary'],97.0,5.5,3.0,250000.0,23859.0,23,4,2010
tt1483010,Logan,"['Comedy', 'Drama', 'Family']",94.0,6.1,4.0,135000.0,10474.0,10,9,2010
tt0449570,Buddha Wild: Monk in a Hut,"['Adventure', 'Comedy', 'Documentary', 'Family']",60.0,10.0,1.0,25000.0,275000.0,10,12,2008
tt1611174,The Big Sleaze,"['Comedy', 'Action']",105.0,9.0,1.0,5000.0,1000.0,28,6,2010
tt1631355,Lines of Glory,['Comedy'],21.0,10.0,1.0,1.0,1.0,5,12,2009
tt1655603,Evil Intent,['Thriller'],74.0,10.0,1.0,2000.0,10454.0,1,12,2010
tt1562904,To Die is Hard,"['Comedy', 'Action']",87.0,10.0,1.0,1500.0,4549.0,1,1,2010
tt1201607,Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']",130.0,8.1,11567.0,125000000.0,1341511219.0,15,7,2011
tt0110357,The Lion King,"['Family', 'Animation', 'Drama']",89.0,8.2,10160.0,45000000.0,763455561.0,23,6,1994
tt1564367,Just Go with It,"['Comedy', 'Romance']",117.0,6.4,2958.0,80000000.0,214945591.0,11,2,2011
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,"['Adventure', 'Fantasy', 'Romance']",117.0,6.0,5098.0,110000000.0,712171856.0,17,11,2011
tt1071875,Ghost Rider: Spirit of Vengeance,"['Action', 'Fantasy', 'Thriller']",96.0,4.8,2039.0,57000000.0,132563930.0,10,12,2011
tt1229238,Mission: Impossible - Ghost Protocol,"['Action', 'Thriller', 'Adventure']",133.0,7.0,6102.0,145000000.0,694713380.0,21,12,2011
tt0119217,Good Will Hunting,['Drama'],127.0,8.1,5764.0,10000000.0,225933435.0,5,12,1997
tt0485947,Mr. Nobody,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",141.0,7.9,3279.0,47000000.0,2331721.0,20,12,2011
tt1297919,Blitz,"['Crime', 'Action', 'Thriller']",97.0,6.0,772.0,15774948.0,741875.0,23,8,2011
tt0082096,Das Boot,"['Drama', 'History', 'War']",150.0,8.1,981.0,14000000.0,85000000.0,10,2,1982
tt0377981,Gnomeo & Juliet,"['Animation', 'Family']",84.0,5.8,1085.0,36000000.0,189712432.0,11,2,2011
tt0409847,Cowboys & Aliens,"['Action', 'Science Fiction', 'Thriller', 'Western']",119.0,5.5,3110.0,163000000.0,174822325.0,29,7,2011
tt1591095,Insidious,"['Horror', 'Thriller']",103.0,6.9,3582.0,1500000.0,97009150.0,1,4,2011
tt0116367,From Dusk Till Dawn,"['Horror', 'Action', 'Thriller', 'Crime']",108.0,7.0,3015.0,19000000.0,25836616.0,19,1,1996
tt1259521,The Cabin in the Woods,"['Horror', 'Comedy', 'Thriller']",95.0,6.5,4185.0,30000000.0,71041255.0,12,4,2012
tt0086960,Beverly Hills Cop,"['Action', 'Comedy', 'Crime']",105.0,7.1,1827.0,14000000.0,316360478.0,30,11,1984
tt1675434,The Intouchables,"['Drama', 'Comedy']",113.0,8.2,9940.0,13000000.0,426588510.0,2,11,2011
tt0080455,The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']",133.0,7.7,1972.0,27000000.0,115229890.0,17,6,1980
tt0112851,Desperado,"['Thriller', 'Action', 'Crime']",104.0,6.8,1440.0,7000000.0,25405445.0,25,8,1995
tt0398712,Assault on Precinct 13,['Thriller'],109.0,6.1,501.0,30000000.0,35294470.0,19,1,2005
tt0116253,Executive Decision,"['Action', 'Adventure', 'Drama', 'Thriller']",133.0,6.1,402.0,55000000.0,121969216.0,15,3,1996
tt0118928,Dante's Peak,"['Action', 'Adventure', 'Thriller', 'Drama']",108.0,5.9,783.0,116000000.0,178127760.0,7,2,1997
tt1570728,"Crazy, Stupid, Love.","['Comedy', 'Drama', 'Romance']",118.0,7.2,4585.0,50000000.0,142851197.0,29,7,2011
tt1601913,The Grey,"['Drama', 'Thriller', 'Action', 'Adventure']",117.0,6.5,2280.0,25000000.0,77278331.0,27,1,2012
tt0101393,Backdraft,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",137.0,6.5,613.0,75000000.0,152368585.0,24,5,1991
tt1217613,Battle: Los Angeles,"['Action', 'Science Fiction']",116.0,5.6,2049.0,70000000.0,211819354.0,8,3,2011
tt1226753,The Debt,"['Drama', 'Thriller']",113.0,6.6,403.0,20000000.0,45636368.0,31,8,2011
tt1369706,The Ward,"['Horror', 'Thriller']",88.0,5.8,608.0,10000000.0,498974.0,8,7,2011
tt0080661,Dressed to Kill,"['Mystery', 'Thriller']",105.0,6.8,300.0,6500000.0,31899000.0,25,6,1980
tt0084827,Tron,"['Science Fiction', 'Action', 'Adventure']",96.0,6.6,1100.0,17000000.0,33000000.0,9,7,1982
tt1242460,We Need to Talk About Kevin,"['Drama', 'Thriller']",113.0,7.6,1306.0,7000000.0,10765283.0,9,12,2011
tt0088128,Sixteen Candles,"['Comedy', 'Romance']",93.0,6.8,982.0,6500000.0,23686027.0,4,5,1984
tt1464540,I Am Number Four,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",109.0,6.0,2805.0,50000000.0,149878437.0,18,2,2011
tt0106697,Demolition Man,"['Crime', 'Action', 'Science Fiction']",115.0,6.5,1678.0,57000000.0,159055768.0,8,10,1993
tt1512235,Super,"['Comedy', 'Action', 'Drama']",96.0,6.6,726.0,2500000.0,324138.0,31,3,2011
tt1598822,New Year's Eve,"['Comedy', 'Romance']",118.0,5.8,1301.0,56000000.0,142044638.0,9,12,2011
tt1123373,Detective Dee and the Mystery of the Phantom Flame,"['Action', 'Adventure', 'Drama', 'Mystery']",119.0,6.7,176.0,13000000.0,51723285.0,2,9,2011
tt0181875,Almost Famous,"['Drama', 'Music']",122.0,7.5,1339.0,60000000.0,47383689.0,15,9,2000
tt1687901,The Awakening,"['Horror', 'Thriller']",107.0,6.4,782.0,4798235.0,209696.0,17,8,2011
tt0083929,Fast Times at Ridgemont High,"['Comedy', 'Drama']",90.0,6.9,563.0,4500000.0,27092880.0,13,8,1982
tt0112401,Assassins,"['Action', 'Adventure', 'Crime', 'Thriller']",132.0,6.2,666.0,50000000.0,30303072.0,6,10,1995
tt0089469,Legend,"['Adventure', 'Fantasy']",94.0,6.2,509.0,24500000.0,15502112.0,18,4,1986
tt1532503,Beginners,"['Drama', 'Romance', 'Comedy']",105.0,6.9,532.0,3200000.0,14311701.0,17,6,2011
tt1233301,Ironclad,"['Romance', 'Adventure', 'Action', 'History']",121.0,6.1,373.0,25000000.0,5151023.0,8,7,2011
tt1506999,Haywire,"['Action', 'Thriller', 'Mystery']",93.0,5.6,747.0,23000000.0,33372606.0,6,11,2011
tt1517489,Spy Kids: All the Time in the World,"['Family', 'Comedy', 'Action']",89.0,4.6,487.0,27000000.0,85564310.0,19,8,2011
tt0477302,Extremely Loud & Incredibly Close,['Drama'],129.0,7.0,1231.0,40000000.0,55247881.0,24,12,2011
tt1646980,The Double,"['Action', 'Drama', 'Crime']",98.0,5.9,341.0,17000000.0,3696232.0,28,10,2011
tt0411951,TEKKEN,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']",92.0,5.1,329.0,30000000.0,967000.0,19,7,2011
tt1640548,Rampart,"['Crime', 'Drama']",108.0,5.5,189.0,12000000.0,972512.0,23,11,2011
tt1155056,"I Love You, Man",['Comedy'],105.0,6.5,897.0,41000000.0,91980359.0,20,3,2009
tt1032825,The Other Woman,['Drama'],98.0,6.2,220.0,30000000.0,102000000.0,4,2,2011
tt1422136,A Lonely Place to Die,"['Adventure', 'Action', 'Thriller', 'Crime']",99.0,6.1,251.0,4000000.0,25345000.0,9,4,2011
tt1606392,Win Win,"['Drama', 'Comedy']",106.0,6.9,266.0,10831173.0,10654385.0,18,3,2011
tt1007029,The Iron Lady,"['History', 'Drama']",105.0,6.4,899.0,13000000.0,115890699.0,30,12,2011
tt1436045,13 Assassins,"['Adventure', 'Drama', 'Action']",141.0,7.3,514.0,6000000.0,17555141.0,30,3,2011
tt1640711,A Few Best Men,['Comedy'],97.0,5.8,247.0,12468389.0,29007412.0,14,10,2011
tt1588334,"Jeff, Who Lives at Home","['Drama', 'Comedy']",83.0,6.2,320.0,10000000.0,4417580.0,13,9,2011
tt1716772,The Inbetweeners Movie,['Comedy'],97.0,6.2,517.0,4478250.0,88823111.0,20,8,2011
tt1533749,Shaolin,"['Action', 'Drama']",131.0,6.6,158.0,29000000.0,33662874.0,9,9,2011
tt1594562,The Innkeepers,"['Horror', 'Thriller']",102.0,5.5,324.0,750000.0,78396.0,30,12,2011
tt1340107,In a Better World,['Drama'],118.0,7.3,187.0,15000000.0,13004198.0,1,4,2011
tt1396218,Mr. Popper's Penguins,"['Comedy', 'Family']",94.0,5.8,1554.0,55000000.0,187361754.0,17,6,2011
tt1740707,Troll Hunter,"['Fantasy', 'Horror']",103.0,6.7,806.0,3500000.0,4159678.0,10,6,2011
tt1588398,Sleeping Beauty,"['Drama', 'Romance']",102.0,5.3,311.0,10000000.0,408680.0,2,12,2011
tt1748197,Setup,"['Action', 'Crime', 'Drama', 'Thriller']",85.0,4.9,225.0,20000000.0,2128186.0,4,11,2011
