genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,runtime,budget_est,revenue,imdb_id,req_title,production_companies
"[99, 35]",496943,en,This Is Bob Hope...,0.7190000000000001,2017-12-29,This Is Bob Hope...,8.0,1,115.0,0.0,0.0,tt7758458,0.0,"['Crew Neck Productions', 'American Masters Pictures']"
[],440190,en,Birth of a Movement,0.718,2017-02-06,Birth of a Movement,7.0,2,57.0,0.0,0.0,tt6516480,0.0,[]
[35],437538,fi,Saatanan kanit,0.7170000000000001,2017-01-20,Fucking Bunnies,7.0,2,17.0,119000.0,0.0,tt6395008,0.0,['Komeetta']
"[9648, 53]",446076,zh,嫌疑人X的献身,0.716,2017-03-31,The Devotion of Suspect X,7.0,3,112.0,0.0,0.0,tt3401392,0.0,"['Beijing Enlight Pictures', 'Kross Pictures']"
[878],432467,en,Giantess Attack,0.716,2017-05-01,Giantess Attack,4.0,1,62.0,0.0,0.0,tt6359962,0.0,[]
[35],438431,en,Fits and Starts,0.715,2017-03-10,Fits and Starts,7.0,3,84.0,0.0,0.0,tt4848010,0.0,[]
[35],419160,en,Roy Wood Jr.: Father Figure,0.715,2017-02-19,Roy Wood Jr.: Father Figure,7.0,3,60.0,0.0,0.0,tt6665988,0.0,"['MacDonald Entertainment', 'Art & Industy']"
[99],357114,en,Missing 411,0.715,2017-05-13,Missing 411,6.0,11,98.0,0.0,0.0,tt5864680,0.0,[]
[],450994,en,American Folk,0.7140000000000001,2018-01-26,American Folk,5.3,3,96.0,0.0,0.0,tt4998222,0.0,[]
[],488076,en,Fear Us Women,0.7120000000000001,2017-11-17,Fear Us Women,6.0,1,27.0,0.0,0.0,tt7616252,0.0,[]
[27],492384,en,Devil's Trail,0.711,2017-12-12,Devil's Trail,6.3,3,73.0,0.0,0.0,tt7741530,0.0,['New Dynamic']
"[99, 10402]",79984,en,Christmas in Rockefeller Center,0.711,2017-11-29,Christmas in Rockefeller Center,4.0,3,,,,,,
[99],483828,en,Wait for Your Laugh,0.71,2017-11-10,Wait for Your Laugh,9.0,3,85.0,0.0,0.0,tt5710688,0.0,['Forgotten Man Films']
[99],446022,en,Baltimore Rising,0.71,2017-11-20,Baltimore Rising,7.0,3,93.0,0.0,0.0,tt7653006,0.0,"['HBO', 'HBO Documentary Films']"
[99],534598,en,American Circumcision,0.71,2017-11-11,American Circumcision,6.3,3,100.0,0.0,0.0,tt7628146,0.0,['Gravitas Ventures']
[18],536251,en,Warrior Road,0.7090000000000001,2017-12-17,Warrior Road,6.0,2,91.0,0.0,0.0,tt2518190,0.0,['Charliewood Pictures']
"[14, 16, 10751]",476480,en,Hanazuki: Full of Treasures,0.708,2017-10-06,Hanazuki: Full of Treasures,8.0,3,5.0,0.0,0.0,tt7543060,0.0,"['Titmouse Studios', 'Lionsgate', 'Hasbro Studios', 'Allspark Pictures']"
[27],499951,en,The Theta Girl,0.708,2017-10-13,The Theta Girl,6.0,3,98.0,0.0,0.0,tt7379906,0.0,[]
"[35, 14, 27]",441669,en,Butcher the Bakers,0.708,2017-04-28,Butcher the Bakers,6.0,2,0.0,15000.0,0.0,tt5918632,0.0,['Hometown Hero Productions']
[99],511454,en,E il cibo va,0.7070000000000001,2017-09-26,Food on the Go,6.7,3,66.0,0.0,0.0,tt7321504,0.0,"['Brava Cine', '39Films']"
[35],472722,en,Party Boat,0.7070000000000001,2017-09-15,Party Boat,4.7,3,90.0,0.0,0.0,tt6944936,0.0,[]
[99],475208,en,Red Trees,0.706,2017-09-15,Red Trees,7.5,2,87.0,0.0,0.0,tt7211972,0.0,[]
[35],440774,en,Inside You,0.706,2017-08-25,Inside You,1.0,3,120.0,0.0,0.0,tt2807580,0.0,[]
[99],438438,en,The Blood Is at the Doorstep,0.705,2017-07-29,The Blood Is at the Doorstep,5.5,3,90.0,0.0,0.0,tt6491296,0.0,"['Baby Plane Productions', 'September Club, The', 'Chicago Media Project', 'FilmBuff']"
[99],501609,en,American Illuminati,0.705,2017-08-01,American Illuminati,3.0,3,70.0,1000000.0,0.0,tt7130860,0.0,[]
[99],454192,en,Frank Serpico,0.7040000000000001,2017-11-01,Frank Serpico,6.0,2,96.0,0.0,0.0,tt6794376,0.0,"['La Lutta NMC', 'Gigantic Pictures']"
[27],465480,en,Media Studies,0.7040000000000001,2017-07-10,Media Studies,4.0,3,71.0,0.0,0.0,tt7083740,0.0,[]
[27],449882,en,Claw,0.703,2017-05-25,Claw,6.3,3,96.0,100000.0,0.0,tt6355580,0.0,[]
[],449126,id,Pria,0.7020000000000001,2017-05-15,Pria,8.0,3,22.0,0.0,0.0,tt5019254,0.0,"['Babibutafilm', 'IndieFlip']"
[99],453975,en,The Last Animals,0.7020000000000001,2017-04-22,The Last Animals,7.3,3,92.0,0.0,0.0,tt6583368,0.0,[]
[],462022,en,Lunar,0.7020000000000001,2017-05-11,Lunar,7.2,3,7.0,0.0,0.0,,0.0,[]
"[10749, 10770]",514222,en,Surprise Me,0.7020000000000001,2017-04-27,Surprise Me,7.0,3,103.0,0.0,0.0,tt5789944,1.0,[]
[27],466336,en,Rasp,0.7020000000000001,2017-04-24,Rasp,4.5,3,3.0,0.0,0.0,tt6903076,0.0,[]
"[53, 10770]",531239,en,Splitting Image,0.701,2017-10-26,Splitting Image,6.0,1,0.0,0.0,0.0,tt5971716,0.0,['Stargazer Films']
[],444811,en,Fry Day,0.7,2017-03-11,Fry Day,5.3,3,16.0,0.0,0.0,tt5788108,0.0,[]
"[27, 9648]",446215,en,The Slayer,0.7,2017-03-03,The Slayer,3.7,3,30.0,0.0,0.0,tt4474828,0.0,[]
[],478846,en,"Ricky Dicks' Rock Docs: ""I Feel Love""",0.6990000000000001,2017-09-13,"Ricky Dicks' Rock Docs: ""I Feel Love""",10.0,2,7.0,0.0,0.0,,0.0,[]
[18],542067,en,Hydrangea,0.6990000000000001,2017-01-01,Hydrangea,7.3,3,7.0,0.0,0.0,tt7374394,0.0,"['Topic', 'Vanishing Angle']"
"[14, 27]",444628,fr,Dr. Jekyll and Mr. Hyde,0.6990000000000001,2017-01-31,Dr. Jekyll and Mr. Hyde,5.0,3,83.0,0.0,0.0,tt3132614,0.0,['SoCal Entertainment and Media Company']
[],466105,en,Extraordinary,0.698,2017-09-07,Extraordinary,8.0,1,86.0,2000000.0,0.0,tt5992114,0.0,[]
"[53, 27, 10402, 35]",350916,en,Spidarlings,0.6970000000000001,2017-07-01,Spidarlings,9.5,3,120.0,160.0,0.0,tt2262129,0.0,"['Troma', 'Troma Entertainment', 'Apres Vague Productions']"
"[53, 10770]",491487,en,You Killed My Mother,0.696,2017-12-07,You Killed My Mother,5.0,1,85.0,0.0,0.0,tt6881740,0.0,"['Lifetime', 'N.B Thrilling Films 8']"
[99],492184,en,Ladies First,0.695,2017-07-07,Ladies First,8.2,9,39.0,450000.0,0.0,tt6896078,0.0,['Red Ladder Productions']
"[35, 27, 53]",481061,en,The Midnight Man,0.695,2017-10-03,The Midnight Man,6.0,2,88.0,0.0,0.0,tt5361064,0.0,"['Rocksteady Media', 'Creative Lanes', 'The Cabin Film']"
"[53, 18]",479491,hi,गली गुलेयन,0.6940000000000001,2017-10-17,Gali Guleiyan,6.0,1,117.0,0.0,0.0,tt2302416,0.0,['Exstant Motion Pictures']
[99],479668,en,Katy Perry: Will You Be My Witness?,0.693,2017-10-05,Katy Perry: Will You Be My Witness?,10.0,1,86.0,0.0,0.0,tt7519410,1.0,['YouTube Red']
[99],498842,en,Bad Binoculars,0.691,2017-12-05,Bad Binoculars,7.0,1,28.0,0.0,0.0,,0.0,"['Duck Diver Films', 'Rancho Rosa Partnership Production']"
"[878, 28]",551079,en,Ghost Source Zero,0.69,2017-09-01,Ghost Source Zero,10.0,1,95.0,0.0,0.0,tt3984432,0.0,[]
[99],457020,en,Logic's Everybody Documentary,0.69,2017-05-05,Logic's Everybody Documentary,10.0,2,46.0,0.0,0.0,,0.0,[]
[35],487941,en,Bravengers: Age of Buldgetron,0.69,2017-08-08,Bravengers: Age of Buldgetron,2.0,1,80.0,0.0,0.0,,0.0,[]
[99],449253,en,"Burn Motherfucker, Burn!",0.6890000000000001,2017-04-21,"Burn Motherfucker, Burn!",6.0,1,90.0,0.0,0.0,tt6175670,0.0,"['Mass Appeal', 'Showtime Networks']"
"[28, 18, 37]",521639,en,County Line,0.6890000000000001,2017-06-16,County Line,4.5,2,88.0,0.0,0.0,tt6243274,0.0,['Imagicomm Films']
[28],464764,en,Blood Ride,0.6890000000000001,2017-10-22,Blood Ride,0.0,1,73.0,0.0,0.0,tt10510416,1.0,[]
[99],425436,en,This Was the XFL,0.688,2017-02-02,This Was the XFL,8.0,1,77.0,0.0,0.0,tt6327686,0.0,['ESPN Films']
"[99, 27]",459210,en,The Mothman of Point Pleasant,0.688,2017-05-25,The Mothman of Point Pleasant,5.8,6,67.0,0.0,0.0,tt6417144,0.0,[]
"[10749, 35]",472840,en,Vikes,0.687,2017-08-26,Vikes,6.5,2,90.0,0.0,0.0,tt5578604,0.0,[]
"[18, 35]",199734,en,5-25-77,0.687,2017-05-25,5-25-77,6.0,1,135.0,0.0,0.0,tt0326716,0.0,"['Sparta Entertainment', 'Moonwatcher Inc.']"
"[10752, 18]",416500,en,Battle Scars,0.687,2017-07-14,Battle Scars,2.0,2,97.0,0.0,0.0,tt2486862,0.0,[]
[99],411011,en,The B-Side: Elsa Dorfman's Portrait Photography,0.6859999999999999,2017-06-02,The B-Side: Elsa Dorfman's Portrait Photography,7.0,4,76.0,0.0,0.0,tt5952468,0.0,"['Moxie Pictures', 'Fourth Floor Productions', 'Neon']"
"[18, 10752]",454430,en,Joe's War,0.685,2017-03-17,Joe's War,4.0,1,107.0,0.0,0.0,tt3147284,0.0,['Phase One Pictures']
[18],565339,en,Ambition's Debt,0.6829999999999999,2017-01-01,Ambition's Debt,10.0,1,90.0,0.0,0.0,tt4578000,0.0,"['Imperfect Films', 'Uwaki Film']"
[35],441425,en,Kinda Funny Live 2,0.6829999999999999,2017-01-09,Kinda Funny Live 2,10.0,1,,,,,,
[99],461847,en,Mr. Gay Syria,0.6829999999999999,2017-10-19,Mr. Gay Syria,7.0,1,85.0,0.0,0.0,tt6220252,0.0,"['Coin Film', ""Les Films d'Antoine"", 'Toprak Films']"
[35],450498,en,Don't Ever Change,0.6829999999999999,2017-04-29,Don't Ever Change,6.0,2,10.0,0.0,0.0,tt6730546,0.0,[]
[18],493573,en,Spring Awakening,0.682,2017-12-19,Spring Awakening,9.5,2,74.0,0.0,0.0,tt7461234,0.0,[]
[878],494240,en,SENTiNEL,0.682,2017-12-21,SENTiNEL,6.0,2,5.0,0.0,0.0,tt7779156,0.0,['Triune Films']
"[10770, 9648, 53]",527835,en,The Wrong Man,0.682,2017-12-29,The Wrong Man,4.0,2,0.0,0.0,0.0,tt7609034,0.0,[]
[18],492434,en,Billy Star,0.6809999999999999,2017-12-12,Billy Star,9.0,2,22.0,0.0,0.0,tt9088424,0.0,[]
[27],447956,en,Evil in Her,0.6809999999999999,2017-03-10,Evil in Her,7.5,2,105.0,0.0,0.0,tt5526536,0.0,[]
"[35, 10749]",441453,en,36 Hour Layover,0.68,2016-09-24,36 Hour Layover,10.0,1,88.0,1000000.0,0.0,tt5201246,1.0,['RLJ Entertainment']
[35],486657,en,Bob Saget: Zero to Sixty,0.68,2017-11-14,Bob Saget: Zero to Sixty,6.5,2,65.0,0.0,0.0,tt6856134,0.0,['Comedy Dynamics']
[53],518690,en,An Elder Man,0.68,2017-07-02,An Elder Man,6.0,1,10.0,0.0,0.0,tt7022522,0.0,[]
[27],487266,en,Don't Answer the Door,0.68,2017-11-16,Don't Answer the Door,4.0,2,10.0,0.0,0.0,tt7645760,0.0,['Dustin Mills Productions']
[],436107,es,Hero,0.679,2017-01-16,Hero,8.5,2,12.0,0.0,0.0,tt6286254,0.0,[]
[36],511024,en,Helltown,0.679,2017-10-29,Helltown,7.5,2,85.0,0.0,0.0,tt7754678,0.0,[]
[27],487472,en,Whisper,0.679,2017-10-31,Whisper,6.0,2,2.0,0.0,0.0,tt8332746,0.0,[]
"[12, 37, 28, 10749, 18]",502549,en,Cassidy Red,0.6779999999999999,2017-10-08,Cassidy Red,7.0,2,91.0,0.0,0.0,tt5081304,0.0,"['Cassidy Red', 'Scorpion Stomper Productions']"
"[53, 27]",483252,en,The Grinn,0.6779999999999999,2017-10-06,The Grinn,6.0,2,96.0,0.0,0.0,tt3796876,0.0,['Emberlight Productions']
"[10749, 35, 18]",452709,en,Because of Gracia,0.677,2017-09-15,Because of Gracia,7.0,2,107.0,0.0,0.0,tt4372736,0.0,"['Check the Gate Productions', 'Film Incito', 'Five Stones Films', 'Red Entertainment Group']"
[99],469071,en,Love Means Zero,0.677,2017-09-16,Love Means Zero,6.0,2,89.0,0.0,0.0,tt7206654,0.0,['Kilo Films']
"[18, 14, 27]",456660,en,Made Me Do It,0.677,2017-09-29,Made Me Do It,4.5,2,90.0,0.0,0.0,tt3630918,0.0,['Ironside Productions']
"[53, 35, 27]",442801,en,#FromJennifer,0.677,2017-09-26,#FromJennifer,4.0,2,85.0,0.0,0.0,tt5611424,0.0,['Lone Morsel Productions']
[99],488287,en,Red White Black & Blue Odyssey,0.6759999999999999,2017-08-15,Red White Black & Blue Odyssey,8.0,2,100.0,0.0,0.0,tt2428636,0.0,[]
"[99, 36]",494796,en,Maynard,0.6759999999999999,2018-04-10,Maynard,7.0,1,99.0,0.0,68.0,tt4375446,0.0,['Auburn Entertainment']
[99],372979,en,Dying Laughing,0.6759999999999999,2017-02-24,Dying Laughing,5.8,8,89.0,0.0,0.0,tt5068712,0.0,['4045 Films']
[27],518714,en,The Dark Hunger,0.675,2017-01-07,The Dark Hunger,6.0,1,15.0,0.0,0.0,tt3699738,0.0,[]
[27],468303,en,The Cropsey Incident,0.675,2017-07-25,The Cropsey Incident,3.5,2,90.0,0.0,0.0,tt7579788,0.0,[]
[35],525190,en,Alternative Math,0.674,2017-07-15,Alternative Math,7.5,2,9.0,0.0,0.0,tt7044478,0.0,['Ideaman Studios']
[],572312,en,Prism,0.6729999999999999,2017-06-09,Prism,6.0,2,90.0,25000.0,0.0,tt6098464,0.0,"['Treo Pictures', 'The Shorts Show', 'Dashford Media']"
[27],526780,en,The Plan,0.6729999999999999,2017-05-28,The Plan,5.5,2,83.0,0.0,0.0,tt6866652,0.0,['P.I.T. Production']
"[53, 18]",455665,en,Breaking Point,0.672,2017-05-12,Breaking Point,9.5,2,82.0,0.0,0.0,tt5678732,0.0,[]
"[27, 35]",434661,en,Zombie Pizza,0.672,2017-04-27,Zombie Pizza,9.3,2,94.0,0.0,0.0,tt3793632,0.0,[]
"[37, 35]",506653,en,Westworld to Yuma,0.672,2017-05-18,Westworld to Yuma,8.0,2,5.0,0.0,0.0,tt6764692,0.0,['Triune Films']
"[99, 35]",459443,en,Chonda Pierce: Enough,0.672,2017-04-25,Chonda Pierce: Enough,8.0,2,90.0,0.0,0.0,tt6247064,0.0,[]
[27],483545,en,Party Night,0.672,2017-04-28,Party Night,7.0,2,70.0,0.0,0.0,tt5322136,0.0,['Fright Meter Films']
[99],450648,en,White Boy,0.6709999999999999,2017-03-31,White Boy,9.0,2,82.0,0.0,0.0,tt5635638,0.0,[]
[99],514813,en,After Auschwitz,0.6709999999999999,2017-03-25,After Auschwitz,8.0,2,83.0,0.0,0.0,tt6079976,0.0,['Bala Cynwyd Productions']
[99],451012,en,Fallen,0.6709999999999999,2017-04-07,Fallen,8.0,2,75.0,0.0,0.0,tt3240622,0.0,[]
[],468675,en,Extinghuished,0.6709999999999999,2017-04-19,Extinghuished,7.0,2,4.0,0.0,0.0,,0.0,[]
[35],479428,en,Call Your Father,0.6709999999999999,2017-04-01,Call Your Father,5.5,2,20.0,0.0,0.0,tt6080264,0.0,['Smudge Films']
[99],449434,en,Ken Burns: America's Storyteller,0.67,2017-03-06,Ken Burns: America's Storyteller,8.0,2,55.0,0.0,0.0,tt6660052,0.0,[]
[99],447968,en,Deconstructing The Beatles' Revolver,0.67,2017-03-01,Deconstructing The Beatles' Revolver,8.0,2,90.0,0.0,0.0,,0.0,[]
[99],438441,en,I Am Another You,0.67,2017-03-12,I Am Another You,8.0,2,80.0,0.0,0.0,tt6098544,0.0,"['Little Horse Crossing the River', 'Hard Working Movies']"
[99],444931,en,"Easy to Learn, Hard to Master: The Fate of Atari",0.67,2017-03-01,"Easy to Learn, Hard to Master: The Fate of Atari",7.0,2,110.0,0.0,0.0,tt6585674,0.0,[]
"[35, 18, 10749]",438491,en,Assholes,0.67,2017-03-11,Assholes,7.0,2,73.0,0.0,0.0,tt6098486,0.0,[]
[35],440047,en,"Nick Cannon: Stand Up, Don't Shoot",0.67,2017-02-10,"Nick Cannon: Stand Up, Don't Shoot",5.5,2,62.0,0.0,0.0,tt6328086,0.0,['Comedy Dynamics']
[18],478624,pt,Painted Horses,0.669,2017-01-10,Painted Horses,7.0,2,91.0,0.0,0.0,tt4985854,0.0,[]
[99],436761,en,Trump's Lobby,0.669,2017-01-20,Trump's Lobby,7.0,2,7.0,0.0,0.0,tt6446994,0.0,['Field of Vision']
[99],502896,en,The Blockchain and Us,0.669,2017-02-03,The Blockchain and Us,6.0,2,32.0,0.0,0.0,tt6835836,0.0,[]
[],438969,en,Neverending Night: The Making of Blair Witch,0.669,2017-01-03,Neverending Night: The Making of Blair Witch,6.0,2,,,,,,
"[18, 10749, 53]",426259,en,Thirst Street,0.669,2017-04-21,Thirst Street,4.5,6,83.0,0.0,0.0,tt5802404,0.0,"['Yellow Bear Films', 'Papermoon Films', 'Maudit Films', 'In Vivo Films', 'Industry Standard Films', 'Salem Street Entertainment', 'The Third Generation', 'UnLTD Productions', 'Washington Square Films']"
"[27, 53]",565053,en,Scary Story Slumber Party,0.669,2017-01-17,Scary Story Slumber Party,3.5,2,76.0,0.0,0.0,tt1640605,0.0,"['Psychokillers Films', 'ShoreFire Productions', 'Sick Flick Productions']"
[53],502642,en,Cats Kill,0.669,2017-01-01,Cats Kill,3.0,2,73.0,0.0,0.0,tt6705838,0.0,['Reel Duty Movies']
"[35, 99]",531636,en,Clanker Man,0.6659999999999999,2017-04-26,Clanker Man,9.0,1,11.0,0.0,0.0,tt6897018,0.0,['FUME FILMS']
[99],497607,en,The Man with the Gray Elevated Hair,0.665,2017-12-05,The Man with the Gray Elevated Hair,7.0,1,30.0,0.0,0.0,tt7808852,0.0,"['Duck Diver Films', 'Rancho Rosa Partnership Production', 'Showtime Networks', 'CBS Television Studios']"
[99],433059,en,Take Every Wave: The Life of Laird Hamilton,0.6629999999999999,2017-01-22,Take Every Wave: The Life of Laird Hamilton,7.3,9,118.0,0.0,0.0,tt6333092,0.0,['Moxie Firecracker Films']
[],477376,en,Vermilion,0.662,2017-10-14,Vermilion,10.0,1,,,,,,
"[35, 10402]",430248,en,Abby Singer/Songwriter,0.6609999999999999,2015-06-03,Abby Singer/Songwriter,9.0,2,75.0,0.0,0.0,tt4587588,0.0,[]
[],475832,en,Reindeer Lodge,0.66,2017-12-09,Reindeer Lodge,6.0,1,,,,,,
[99],501621,en,American Statesman: The Nick Freitas Story,0.659,2017-11-28,American Statesman: The Nick Freitas Story,10.0,1,19.0,400.0,0.0,tt7779462,0.0,['Remso Republic']
"[18, 10749, 53, 10770]",495931,en,Sham love Series - Stop That Wedding,0.6579999999999999,2017-11-04,Sham love Series - Stop That Wedding,9.0,1,59.0,0.0,0.0,tt6918862,0.0,['Zikora Studios']
"[27, 878]",489055,en,Sound from the Deep,0.6559999999999999,2017-10-07,Sound from the Deep,8.0,1,29.0,179000.0,0.0,tt7213856,0.0,['Twisted Films']
"[99, 36]",411278,en,Passfire,0.6559999999999999,2016-08-08,Passfire,7.3,10,100.0,0.0,0.0,tt2536884,0.0,['VEVERKA BROS. PRODUCTIONS LLC']
[18],485591,en,An American in Texas,0.6559999999999999,2017-10-29,An American in Texas,7.0,1,97.0,0.0,0.0,tt1674768,0.0,['Gravitas Ventures']
[],461302,en,Swiped,0.6559999999999999,2017-06-08,Swiped,6.0,1,4.0,0.0,0.0,tt7056592,0.0,[]
[18],492218,en,Facing Mecca,0.6559999999999999,2017-06-21,Facing Mecca,5.0,1,25.0,0.0,0.0,tt6646960,0.0,"['Dschoint Ventschr Filmproduktion', 'SRF']"
[18],426227,en,Abundant Acreage Available,0.6559999999999999,2017-09-29,Abundant Acreage Available,5.0,1,80.0,0.0,0.0,tt5462906,0.0,['Abundant Productions']
[99],310911,en,HairKutt,0.653,2007-04-10,HairKutt,10.0,2,77.0,25000.0,0.0,tt0939617,0.0,['Reel Life Films']
[10402],493436,en,U2 at The BBC,0.652,2017-12-19,U2 at The BBC,10.0,1,65.0,0.0,0.0,tt7770020,0.0,['BBC One']
[18],494385,en,The Shepherd,0.652,2017-12-24,The Shepherd,9.0,1,12.0,0.0,0.0,,0.0,[]
[99],497468,en,A Pot of Boiling Oil,0.652,2017-12-20,A Pot of Boiling Oil,7.0,1,39.0,0.0,0.0,,0.0,"['Rancho Rosa Partnership Production', 'Duck Diver Films', 'Showtime Networks']"
[],480998,nl,Emilio Guzman: Alle Mensen Verzamelen,0.652,2017-04-30,Emilio Guzman: Alle Mensen Verzamelen,6.7,3,0.0,0.0,0.0,tt6847658,0.0,[]
[],537287,en,Drain Alcatraz,0.652,2017-12-19,Drain Alcatraz,5.0,1,45.0,0.0,0.0,tt7823038,0.0,"['Mallinson Sadler Productions', 'Northern Sky Entertainment']"
"[10402, 99]",466348,en,HAIM: Behind the Album,0.652,2017-07-14,HAIM: Behind the Album,1.0,1,40.0,0.0,0.0,,0.0,['Apple']
"[10770, 99]",479119,en,The Newspaperman: The Life and Times of Ben Bradlee,0.6509999999999999,2017-12-04,The Newspaperman: The Life and Times of Ben Bradlee,10.0,1,90.0,0.0,0.0,tt7657972,0.0,"['Kunhardt Films', 'HBO Documentary Films']"
[53],427750,en,Inspired to Kill,0.6509999999999999,2017-01-01,Inspired to Kill,10.0,1,0.0,0.0,0.0,tt6026094,0.0,[]
"[16, 10402, 10751]",490935,en,A Frozen Christmas 2,0.6509999999999999,2017-12-04,A Frozen Christmas 2,8.0,1,71.0,0.0,0.0,tt7476494,0.0,"['Gravitas Ventures', 'WOWNow Entertainment']"
[99],468559,en,1997: The Birth of the Camera Phone,0.6509999999999999,2017-06-29,1997: The Birth of the Camera Phone,8.0,1,4.0,0.0,0.0,,0.0,['Conscious Minds']
"[35, 18]",542204,en,State of Modern Love,0.6509999999999999,2017-12-12,State of Modern Love,7.0,1,120.0,0.0,0.0,,0.0,[]
[],438579,en,Titanic: The New Evidence,0.6509999999999999,2017-01-21,Titanic: The New Evidence,7.0,1,47.0,0.0,0.0,tt6467708,0.0,[]
"[18, 28]",518357,en,Bar Wrestling 5: This Is Halloween,0.6509999999999999,2017-12-10,Bar Wrestling 5: This Is Halloween,5.0,1,120.0,0.0,0.0,tt9585262,0.0,['Bar Wrestling']
[53],471138,en,Anabolic Life,0.6509999999999999,2017-12-05,Anabolic Life,5.0,1,89.0,0.0,0.0,tt3259276,0.0,['Primitive Mind Productions']
"[18, 35]",434013,en,Kate Can’t Swim,0.65,2017-01-22,Kate Can’t Swim,7.0,1,90.0,0.0,0.0,tt5752904,0.0,[]
[],495594,en,Believe: The True Story of Real Bearded Santas,0.65,2017-11-22,Believe: The True Story of Real Bearded Santas,6.0,1,,,,,,
"[28, 35, 12]",483897,en,The Vat19 Movie,0.65,2017-11-11,The Vat19 Movie,6.0,1,31.0,0.0,0.0,,0.0,['Vat19']
"[99, 10402]",481831,en,Tim & Faith: Soul2Soul,0.65,2017-11-17,Tim & Faith: Soul2Soul,6.0,1,55.0,0.0,0.0,tt7550576,0.0,['Sho Films']
[],524134,en,Wild Honey,0.649,2017-10-27,Wild Honey,10.0,1,88.0,0.0,0.0,tt6122306,0.0,[]
[99],501146,en,FOX5 NEWS Special Report - 1 October: One Month Later,0.649,2017-11-02,FOX5 NEWS Special Report - 1 October: One Month Later,10.0,1,58.0,0.0,0.0,tt7928428,0.0,[]
"[18, 53]",476919,en,Christmas Crime Story,0.649,2017-10-24,Christmas Crime Story,10.0,1,97.0,0.0,0.0,tt5813808,0.0,[]
"[10402, 37, 18]",459172,en,Aridity Enclosure 1,0.649,2017-05-26,Aridity Enclosure 1,10.0,1,5.0,0.0,0.0,,0.0,[]
"[27, 35, 878]",368590,en,Toxic Tutu,0.649,2017-10-28,Toxic Tutu,10.0,1,0.0,450000.0,0.0,tt3581618,0.0,"['Toxic Tutu Film Partners, LLC']"
"[35, 27]",475066,en,Vacancy,0.649,2017-10-27,Vacancy,9.0,1,9.0,50.0,0.0,,0.0,"['Mrcrazynessdude', 'Bicameral Productions', 'TheBiggBoyyss']"
[35],485025,en,Lavell Crawford: Home for the Holidays,0.649,2017-11-03,Lavell Crawford: Home for the Holidays,7.0,1,60.0,0.0,0.0,tt7265806,0.0,['Comedy Dynamics']
"[18, 27, 53]",480721,en,She Was So Pretty: Be Good For Goodness Sake,0.649,2017-10-20,She Was So Pretty: Be Good For Goodness Sake,6.0,1,0.0,0.0,0.0,tt6421998,0.0,[]
[99],444012,en,Brimstone & Glory,0.649,2017-03-02,Brimstone & Glory,5.0,1,64.0,0.0,0.0,tt5279122,0.0,[]
[],483051,en,Loon,0.649,2017-10-28,Loon,4.0,1,79.0,0.0,0.0,tt7527534,0.0,[]
[27],484299,en,Wake The Dead,0.649,2017-10-27,Wake The Dead,2.0,1,82.0,0.0,0.0,tt4765610,1.0,[]
"[35, 28, 80]",569991,en,Hot Lead,0.648,2017-10-15,Hot Lead,10.0,1,31.0,250.0,0.0,tt7573826,0.0,[]
[99],497517,en,Secrets of the Forbidden City,0.648,2017-10-18,Secrets of the Forbidden City,10.0,1,0.0,0.0,0.0,tt7570916,0.0,"['CCTV', 'ARTE', 'Lion Television', 'WGBH Boston']"
[35],446567,en,Mouth To Mouth,0.648,2017-04-26,Mouth to Mouth,10.0,1,7.0,500.0,0.0,tt6640462,0.0,['University of North Carolina School of Arts']
[99],487299,en,Bartender At Large,0.648,2017-10-01,Bartender At Large,9.0,1,49.0,0.0,0.0,tt5924598,0.0,[]
[],482369,en,Thomas & Friends: Christmas on Sodor,0.648,2017-10-17,Thomas & Friends: Christmas on Sodor,9.0,1,98.0,0.0,0.0,tt7184960,0.0,[]
[],476507,en,Kim Swims,0.648,2017-10-07,Kim Swims,8.0,1,72.0,0.0,0.0,tt6949868,0.0,[]
"[18, 27]",460829,es,Clementina,0.648,2017-10-15,Clementina,8.0,1,90.0,0.0,0.0,tt6439636,0.0,['Crudo Films']
[18],466161,en,In the Now,0.648,2017-05-03,In the Now,5.0,1,14.0,0.0,0.0,tt6462226,0.0,[]
"[18, 35]",547112,en,Buckshot,0.648,2017-10-06,Buckshot,4.0,1,78.0,0.0,0.0,tt3586044,0.0,[]
[35],474343,en,Gary Owen: I Got My Associates,0.647,2017-09-08,Gary Owen: I Got My Associates,10.0,1,62.0,0.0,0.0,,0.0,[]
[18],448262,en,HoLy Cycles,0.647,2017-03-21,HoLy Cycles,10.0,1,1.0,0.0,0.0,,0.0,[]
[18],577440,en,Secrets,0.647,2017-09-16,Secrets,9.0,1,117.0,0.0,0.0,tt5112692,0.0,['Mega Mind Media']
[],489088,en,Die Laughing,0.647,2017-09-11,Die Laughing,7.0,1,74.0,0.0,0.0,tt3717104,0.0,[]
[99],482864,en,The Dark Files,0.647,2017-09-08,The Dark Files,7.0,1,86.0,0.0,0.0,tt7000652,0.0,[]
[],480718,en,Steve McQueen: American Icon,0.647,2017-09-29,Steve McQueen: American Icon,7.0,1,,0.0,0.0,tt7424358,0.0,[]
[],477580,es,En Algun Lugar,0.647,2017-09-22,A Place to Be,5.0,1,113.0,0.0,0.0,tt6582734,0.0,[]
